# These data have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.,,,,,,,,,,
#,,,,,,,,,,
#SITE_ABB: A text abbreviation of the site name primarily for use within the National Water Quality Program,,,,,,,,,,
#SITE_QW_ID: Unique USGS station number indicating location where water-quality samples are collected (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text),,,,,,,,,,
#SITE_FLOW_ID: Typically a unique USGS station number indicating location where streamflow data is recorded. In some instances these data are obtained from outside sources--in those cases the site number used by that entity is displayed, if no site number is available an abbreviated indicator of the collecting agency is displayed  (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text) ,,,,,,,,,
#CONSTIT: A character abbreviation indicative of the water-quality constituent being reported. Values include NO3_NO2: nitrate plus nitrite, filtered as N; TN: total nitrogen as N; TP: total phosphorus as P; SSC: suspended-sediment concentration; NH3: ammonia, filtered as N; OP: orthophosphate, filtered, as P; TKN: total Kjeldahl nitrogen, as N; SI: silica, filtered, as SiO2,,,
#WY: A numeric identifier of the water year in which data were recorded.  A water year is defined as the 12-month period October 1, for any given year through September 30, of the following year. The water year is designated by the calendar year in which it ends.,,,,,,,,
#MODTYPE: A character indicator of the type of model used to compute water-quality loads. Values include COMP indicating the composite method; CONTIN indicating loads were computed through the use of continuous nitrate data; DAILY indicating data were computed using daily values (SSC only); REG indicating models were computed using regression methods described in the technical information portion of the website using a 5-year moving window; REG_2; REG_3; REG_4 indicating models were computed using regression methods described in the technical information portion of the website but with a 2 3 or 4-year moving windows (respectively) as opposed to a 5-year moving window; REG_PRELIM indicating that a model was developed using data collecting during the initial 2-4 years in which a site was sampled; models at these sites will continue to be updated until 5 years of data are collected; and REGHIST indicating that models were computed according to procedures described in Aulenbach and others (2007),,,,,,,,,,
#TONS: Annual water-quality load measured in tons,,,,,,,,,,
#TONS_L95: Lower 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#TONS_U95: Upper 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#FWC: Flow-weighted constituent concentration in milligrams per liter per year,,,,,,,,,,
#YIELD: Water-quality constituent yield; in tons per square mile; defined as the load divided by the upstream drainage area of the water-quality site.  Yields are not computed (and are listed as NA) for Mississippi and Atchafalaya River sites downstream from the Old River diversion.,,,,,,,,,,
SITE_ABB,SITE_QW_ID,SITE_FLOW_ID,CONSTIT,WY,MODTYPE,TONS,TONS_L95,TONS_U95,FWC,YIELD
MELV,7381495,USACE-03045,TP,1991,REGHIST,49800,38200,63800,0.188,NA
MELV,7381495,USACE-03045,TP,1991,COMP,41600,NA,NA,0.157,NA
MELV,7381495,USACE-03045,TP,1992,REGHIST,36400,31600,41800,0.185,NA
MELV,7381495,USACE-03045,TP,1992,COMP,35000,NA,NA,0.178,NA
MELV,7381495,USACE-03045,TP,1993,REGHIST,45500,36500,56100,0.148,NA
MELV,7381495,USACE-03045,TP,1993,COMP,46400,NA,NA,0.151,NA
MELV,7381495,USACE-03045,TP,1994,REGHIST,36900,30200,44800,0.141,NA
MELV,7381495,USACE-03045,TP,1994,COMP,40800,NA,NA,0.155,NA
MELV,7381495,USACE-03045,TP,1995,REGHIST,35300,31100,39900,0.157,NA
MELV,7381495,USACE-03045,TP,1995,COMP,36500,NA,NA,0.163,NA
MELV,7381495,USACE-03045,TP,1996,REGHIST,33700,29600,38200,0.162,NA
MELV,7381495,USACE-03045,TP,1996,COMP,37300,NA,NA,0.179,NA
MELV,7381495,USACE-03045,TP,1997,REGHIST,48100,42000,54800,0.17,NA
MELV,7381495,USACE-03045,TP,1997,COMP,49900,NA,NA,0.176,NA
MELV,7381495,USACE-03045,TP,1998,REGHIST,43000,38700,47800,0.176,NA
MELV,7381495,USACE-03045,TP,1998,COMP,44200,NA,NA,0.181,NA
MELV,7381495,USACE-03045,TP,1999,REGHIST,52600,44200,62100,0.232,NA
MELV,7381495,USACE-03045,TP,1999,COMP,51200,NA,NA,0.225,NA
MELV,7381495,USACE-03045,TP,2000,REGHIST,27500,23700,31800,0.202,NA
MELV,7381495,USACE-03045,TP,2000,COMP,26400,NA,NA,0.194,NA
MELV,7381495,USACE-03045,TP,2001,REGHIST,49400,43500,56000,0.258,NA
MELV,7381495,USACE-03045,TP,2001,COMP,47600,NA,NA,0.248,NA
MELV,7381495,USACE-03045,TP,2002,REGHIST,52700,46600,59300,0.227,NA
MELV,7381495,USACE-03045,TP,2002,COMP,51700,NA,NA,0.222,NA
MELV,7381495,USACE-03045,TP,2003,REGHIST,46800,43800,49900,0.225,NA
MELV,7381495,USACE-03045,TP,2003,COMP,44000,NA,NA,0.212,NA
MELV,7381495,USACE-03045,TP,2004,REGHIST,49200,45300,53300,0.223,NA
MELV,7381495,USACE-03045,TP,2004,COMP,50200,NA,NA,0.228,NA
MELV,7381495,USACE-03045,TP,2005,REGHIST,47200,43300,51400,0.209,NA
MELV,7381495,USACE-03045,TP,2005,COMP,43300,NA,NA,0.192,NA
MELV,7381495,USACE-03045,TP,2006,REGHIST,23100,21800,24400,0.181,NA
MELV,7381495,USACE-03045,TP,2006,COMP,23000,NA,NA,0.181,NA
MELV,7381495,USACE-03045,TP,2007,REGHIST,50400,45900,55300,0.249,NA
MELV,7381495,USACE-03045,TP,2007,COMP,51700,NA,NA,0.255,NA
MELV,7381495,USACE-03045,TP,2008,REGHIST,64500,58900,70600,0.24,NA
MELV,7381495,USACE-03045,TP,2008,COMP,61100,NA,NA,0.227,NA
MELV,7381495,USACE-03045,TP,2009,REGHIST,47900,43900,52100,0.211,NA
MELV,7381495,USACE-03045,TP,2009,COMP,47000,NA,NA,0.207,NA
MELV,7381495,USACE-03045,TP,2010,REGHIST,65300,61400,69300,0.228,NA
MELV,7381495,USACE-03045,TP,2010,COMP,62200,NA,NA,0.217,NA
MELV,7381495,USACE-03045,TP,2011,REGHIST,52300,49200,55500,0.215,NA
MELV,7381495,USACE-03045,TP,2011,COMP,54100,NA,NA,0.222,NA
MELV,7381495,USACE-03045,TP,2012,REGHIST,37600,35400,40000,0.216,NA
MELV,7381495,USACE-03045,TP,2012,COMP,38600,NA,NA,0.222,NA
MELV,7381495,USACE-03045,TP,2013,REG,52500,48600,56700,0.248,NA
MELV,7381495,USACE-03045,TP,2013,COMP,53300,NA,NA,0.251,NA
MELV,7381495,USACE-03045,TP,2014,REG,50300,46000,55000,0.257,NA
MELV,7381495,USACE-03045,TP,2014,COMP,50900,NA,NA,0.26,NA
MELV,7381495,USACE-03045,TP,2015,REG,60700,57500,64000,0.241,NA
MELV,7381495,USACE-03045,TP,2015,COMP,60700,NA,NA,0.241,NA
MELV,7381495,USACE-03045,TP,2016,REG,67300,63200,71600,0.249,NA
MELV,7381495,USACE-03045,TP,2016,COMP,70300,NA,NA,0.26,NA
CALU,7381590,7381590,NH3,2008,REG,2010,1510,2630,0.017,NA
CALU,7381590,7381590,NH3,2009,REG,1290,990,1660,0.0123,NA
CALU,7381590,7381590,NH3,2010,REG,2530,1560,3890,0.0187,NA
CALU,7381590,7381590,NH3,2011,REG,1760,1290,2340,0.0159,NA
CALU,7381590,7381590,NH3,2012,REG,1680,NA,NA,0.0207,NA
CALU,7381590,7381590,NH3,2013,REG,1960,1370,2720,0.0197,NA
CALU,7381590,7381590,NH3,2014,REG,1850,1360,2460,0.0209,NA
CALU,7381590,7381590,NH3,2015,REG,1880,1610,2190,0.0168,NA
CALU,7381590,7381590,NH3,2016,REG,2420,1890,3060,0.0197,NA
CALU,7381590,7381590,NO3_NO2,2008,REG,141000,126000,156000,1.19,NA
CALU,7381590,7381590,NO3_NO2,2009,REG,126000,113000,141000,1.21,NA
CALU,7381590,7381590,NO3_NO2,2010,REG,164000,146000,184000,1.21,NA
CALU,7381590,7381590,NO3_NO2,2011,REG,130000,116000,144000,1.17,NA
CALU,7381590,7381590,NO3_NO2,2012,REG,97600,87100,109000,1.2,NA
CALU,7381590,7381590,NO3_NO2,2013,REG,114000,102000,126000,1.15,NA
CALU,7381590,7381590,NO3_NO2,2014,REG,101000,90800,112000,1.14,NA
CALU,7381590,7381590,NO3_NO2,2015,REG,91700,78600,106000,0.82,NA
CALU,7381590,7381590,NO3_NO2,2016,REG,102000,86500,118000,0.831,NA
CALU,7381590,7381590,OP,2008,REG,6740,6190,7330,0.0569,NA
CALU,7381590,7381590,OP,2009,REG,7000,6390,7660,0.0669,NA
CALU,7381590,7381590,OP,2010,REG,8380,7450,9390,0.0618,NA
CALU,7381590,7381590,OP,2011,REG,7000,6430,7610,0.0632,NA
CALU,7381590,7381590,OP,2012,REG,5390,4930,5880,0.0663,NA
CALU,7381590,7381590,OP,2013,REG,7180,6550,7850,0.0723,NA
CALU,7381590,7381590,OP,2014,REG,6460,5880,7090,0.0729,NA
CALU,7381590,7381590,OP,2015,REG,7630,7060,8220,0.0683,NA
CALU,7381590,7381590,OP,2016,REG,6800,6330,7290,0.0554,NA
CALU,7381590,7381590,SI,2008,REG,761000,730000,793000,6.43,NA
CALU,7381590,7381590,SI,2009,REG,719000,696000,743000,6.88,NA
CALU,7381590,7381590,SI,2010,REG,965000,928000,1000000,7.12,NA
CALU,7381590,7381590,SI,2011,REG,830000,788000,873000,7.49,NA
CALU,7381590,7381590,SI,2012,REG,573000,540000,607000,7.05,NA
CALU,7381590,7381590,SI,2013,REG,634000,608000,661000,6.39,NA
CALU,7381590,7381590,SI,2014,REG,562000,531000,596000,6.34,NA
CALU,7381590,7381590,SI,2015,REG,784000,747000,822000,7.01,NA
CALU,7381590,7381590,SI,2016,REG,857000,825000,891000,6.98,NA
CALU,7381590,7381590,TKN,2015,REG,76600,71600,81900,0.685,NA
CALU,7381590,7381590,TN,2008,REG,227000,204000,253000,1.92,NA
CALU,7381590,7381590,TN,2009,REG,198000,182000,215000,1.89,NA
CALU,7381590,7381590,TN,2010,REG,231000,211000,253000,1.7,NA
CALU,7381590,7381590,TN,2011,REG,183000,168000,198000,1.65,NA
CALU,7381590,7381590,TN,2012,REG,128000,114000,144000,1.57,NA
CALU,7381590,7381590,TN,2013,REG,185000,165000,205000,1.86,NA
CALU,7381590,7381590,TN,2014,REG,156000,146000,167000,1.76,NA
CALU,7381590,7381590,TN,2015,REG,166000,151000,181000,1.49,NA
CALU,7381590,7381590,TN,2016,REG,177000,160000,196000,1.44,NA
CALU,7381590,7381590,TP,2008,REG,28800,26600,31100,0.243,NA
CALU,7381590,7381590,TP,2009,REG,22600,21300,23800,0.216,NA
CALU,7381590,7381590,TP,2010,REG,31000,28900,33200,0.229,NA
CALU,7381590,7381590,TP,2011,REG,23200,22000,24500,0.209,NA
CALU,7381590,7381590,TP,2012,REG,18100,16900,19400,0.223,NA
CALU,7381590,7381590,TP,2013,REG,24400,22300,26700,0.246,NA
CALU,7381590,7381590,TP,2014,REG,20900,19100,22900,0.236,NA
CALU,7381590,7381590,TP,2015,REG,27000,24600,29500,0.242,NA
CALU,7381590,7381590,TP,2016,REG,30600,28700,32500,0.249,NA
MORG,7381600,7381600,NH3,2006,REG,919,627,1300,0.0122,NA
MORG,7381600,7381600,NH3,2007,REG,1250,940,1640,0.0116,NA
MORG,7381600,7381600,NH3,2008,REG,2850,NA,NA,0.0194,NA
MORG,7381600,7381600,NH3,2009,REG,1910,1370,2590,0.0153,NA
MORG,7381600,7381600,NH3,2010,REG,2070,1470,2850,0.0132,NA
MORG,7381600,7381600,NH3,2011,REG,2630,1750,3800,0.0186,NA
MORG,7381600,7381600,NH3,2012,REG,1690,1250,2240,0.0182,NA
MORG,7381600,7381600,NH3,2013,REG,2180,1550,2980,0.0188,NA
MORG,7381600,7381600,NH3,2014,REG,1950,1430,2610,0.0196,NA
MORG,7381600,7381600,NH3,2015,REG,2410,2050,2810,0.0175,NA
MORG,7381600,7381600,NH3,2016,REG,2880,2230,3660,0.0198,NA
MORG,7381600,7381600,NO3_NO2,2003,REG,140000,122000,160000,1.14,NA
MORG,7381600,7381600,NO3_NO2,2004,REG,140000,123000,159000,1.15,NA
MORG,7381600,7381600,NO3_NO2,2005,REG,132000,110000,157000,1.04,NA
MORG,7381600,7381600,NO3_NO2,2006,REG,107000,88000,128000,1.42,NA
MORG,7381600,7381600,NO3_NO2,2007,REG,131000,114000,150000,1.21,NA
MORG,7381600,7381600,NO3_NO2,2008,REG,162000,140000,187000,1.1,NA
MORG,7381600,7381600,NO3_NO2,2009,REG,137000,118000,157000,1.1,NA
MORG,7381600,7381600,NO3_NO2,2010,REG,160000,141000,181000,1.02,NA
MORG,7381600,7381600,NO3_NO2,2011,REG,168000,143000,195000,1.19,NA
MORG,7381600,7381600,NO3_NO2,2012,REG,89100,NA,NA,0.961,NA
MORG,7381600,7381600,NO3_NO2,2013,REG,131000,118000,144000,1.13,NA
MORG,7381600,7381600,NO3_NO2,2014,REG,109000,98000,121000,1.1,NA
MORG,7381600,7381600,NO3_NO2,2015,REG,104000,89300,120000,0.757,NA
MORG,7381600,7381600,NO3_NO2,2016,REG,112000,94600,132000,0.77,NA
MORG,7381600,7381600,OP,2006,REG,4960,4360,5630,0.0658,NA
MORG,7381600,7381600,OP,2007,REG,6210,5560,6910,0.0574,NA
MORG,7381600,7381600,OP,2008,REG,7850,7050,8700,0.0535,NA
MORG,7381600,7381600,OP,2009,REG,7800,6710,9020,0.0625,NA
MORG,7381600,7381600,OP,2010,REG,9140,8250,10100,0.0585,NA
MORG,7381600,7381600,OP,2011,REG,9910,8810,11100,0.0701,NA
MORG,7381600,7381600,OP,2012,REG,5650,5260,6060,0.0609,NA
MORG,7381600,7381600,OP,2013,REG,8380,7630,9180,0.0722,NA
MORG,7381600,7381600,OP,2014,REG,6810,6290,7360,0.0686,NA
MORG,7381600,7381600,OP,2015,REG,9290,8680,9940,0.0676,NA
MORG,7381600,7381600,OP,2016,REG,7610,7130,8120,0.0523,NA
MORG,7381600,7381600,SI,2007,REG,711000,671000,754000,6.58,NA
MORG,7381600,7381600,SI,2008,REG,917000,880000,955000,6.24,NA
MORG,7381600,7381600,SI,2009,REG,822000,788000,856000,6.59,NA
MORG,7381600,7381600,SI,2010,REG,1090000,1050000,1140000,6.97,NA
MORG,7381600,7381600,SI,2011,REG,1070000,1020000,1130000,7.57,NA
MORG,7381600,7381600,SI,2012,REG,646000,614000,680000,6.97,NA
MORG,7381600,7381600,SI,2013,REG,740000,706000,775000,6.37,NA
MORG,7381600,7381600,SI,2014,REG,665000,633000,698000,6.7,NA
MORG,7381600,7381600,SI,2015,REG,961000,915000,1010000,7,NA
MORG,7381600,7381600,SI,2016,REG,1020000,975000,1060000,7.01,NA
MORG,7381600,7381600,TKN,2015,REG,92500,86900,98300,0.674,NA
MORG,7381600,7381600,TN,2006,REG,168000,145000,195000,2.23,NA
MORG,7381600,7381600,TN,2007,REG,220000,196000,246000,2.04,NA
MORG,7381600,7381600,TN,2008,REG,251000,227000,276000,1.71,NA
MORG,7381600,7381600,TN,2009,REG,214000,196000,233000,1.71,NA
MORG,7381600,7381600,TN,2010,REG,239000,210000,271000,1.53,NA
MORG,7381600,7381600,TN,2011,REG,248000,227000,270000,1.75,NA
MORG,7381600,7381600,TN,2012,REG,144000,127000,163000,1.55,NA
MORG,7381600,7381600,TN,2013,REG,200000,187000,214000,1.72,NA
MORG,7381600,7381600,TN,2014,REG,170000,158000,183000,1.71,NA
MORG,7381600,7381600,TN,2015,REG,195000,177000,214000,1.42,NA
MORG,7381600,7381600,TN,2016,REG,200000,181000,221000,1.37,NA
MORG,7381600,7381600,TP,2006,REG,13400,11600,15400,0.178,NA
MORG,7381600,7381600,TP,2007,REG,24200,22700,25700,0.224,NA
MORG,7381600,7381600,TP,2008,REG,35500,32700,38400,0.242,NA
MORG,7381600,7381600,TP,2009,REG,29200,27400,31100,0.234,NA
MORG,7381600,7381600,TP,2010,REG,34100,31400,36900,0.218,NA
MORG,7381600,7381600,TP,2011,REG,30200,27900,32600,0.214,NA
MORG,7381600,7381600,TP,2012,REG,18300,16600,20100,0.197,NA
MORG,7381600,7381600,TP,2013,REG,27900,25200,30900,0.24,NA
MORG,7381600,7381600,TP,2014,REG,22200,20000,24500,0.224,NA
MORG,7381600,7381600,TP,2015,REG,32400,30500,34400,0.236,NA
MORG,7381600,7381600,TP,2016,REG,34200,31900,36700,0.235,NA
OBER,8014500,8014500,NH3,1999,REG,12.8,12,13.6,0.0158,0.0251
OBER,8014500,8014500,NH3,2000,REG,4.05,3.85,4.25,0.0159,0.00794
OBER,8014500,8014500,NH3,2001,REG,8.96,8.57,9.38,0.0158,0.0176
OBER,8014500,8014500,NH3,2002,REG,14.6,13.4,15.9,0.0156,0.0286
OBER,8014500,8014500,NH3,2003,REG,17.4,16.1,19,0.0157,0.0341
OBER,8014500,8014500,NH3,2006,REG,6.52,4.37,15.3,0.0241,0.0128
OBER,8014500,8014500,NH3,2008,REG_4,4.35,3.06,6.03,0.00955,0.00853
OBER,8014500,8014500,NH3,2012,REG,5.95,5.29,6.78,0.00964,0.0117
OBER,8014500,8014500,NH3,2013,REG,5.77,5.22,6.38,0.0114,0.0113
OBER,8014500,8014500,NH3,2014,REG,6.37,5.75,7.03,0.0169,0.0125
OBER,8014500,8014500,NH3,2015,REG,9.55,8.64,10.5,0.0162,0.0187
OBER,8014500,8014500,NH3,2016,REG,12,11,13.1,0.0132,0.0235
OBER,8014500,8014500,NO3_NO2,1998,REG,48.3,40.2,58.2,0.0634,0.0947
OBER,8014500,8014500,NO3_NO2,1999,REG,50.7,40.2,63.2,0.0625,0.0994
OBER,8014500,8014500,NO3_NO2,2000,REG,18.8,15.8,22.3,0.0739,0.0369
OBER,8014500,8014500,NO3_NO2,2001,REG,39.5,33.5,46.3,0.0698,0.0775
OBER,8014500,8014500,NO3_NO2,2002,REG,48.4,38.5,60.3,0.0518,0.0949
OBER,8014500,8014500,NO3_NO2,2003,REG,42.1,NA,NA,0.038,0.0825
OBER,8014500,8014500,NO3_NO2,2004,REG,47.3,NA,NA,0.0518,0.0927
OBER,8014500,8014500,NO3_NO2,2005,REG,36.3,29,45.4,0.053,0.0712
OBER,8014500,8014500,NO3_NO2,2006,REG,16.2,13.8,18.9,0.0599,0.0318
OBER,8014500,8014500,NO3_NO2,2008,REG_4,27.6,19.6,37.9,0.0606,0.0541
OBER,8014500,8014500,NO3_NO2,2012,REG,27.7,25.9,31.1,0.0449,0.0543
OBER,8014500,8014500,NO3_NO2,2013,REG,30.1,28.9,31.3,0.0593,0.059
OBER,8014500,8014500,NO3_NO2,2015,REG,38.5,37.1,40,0.0654,0.0755
OBER,8014500,8014500,NO3_NO2,2016,REG,49,NA,NA,0.054,0.0961
OBER,8014500,8014500,OP,1999,REG,9.11,8.44,9.82,0.0112,0.0179
OBER,8014500,8014500,OP,2000,REG,3.43,3.21,3.66,0.0135,0.00673
OBER,8014500,8014500,OP,2001,REG,5.12,4.79,5.47,0.00905,0.01
OBER,8014500,8014500,OP,2002,REG,5.4,4.96,5.86,0.00578,0.0106
OBER,8014500,8014500,OP,2003,REG,5.09,4.62,5.68,0.0046,0.00998
OBER,8014500,8014500,OP,2004,REG,6.07,5.17,7.76,0.00664,0.0119
OBER,8014500,8014500,OP,2005,REG,4.78,4.42,5.18,0.00698,0.00937
OBER,8014500,8014500,OP,2006,REG,5.85,5.21,6.67,0.0216,0.0115
OBER,8014500,8014500,OP,2008,REG_4,5.77,5.22,6.36,0.0127,0.0113
OBER,8014500,8014500,OP,2012,REG,5.53,5.34,5.74,0.00896,0.0108
OBER,8014500,8014500,OP,2013,REG,5.24,5.09,5.39,0.0103,0.0103
OBER,8014500,8014500,OP,2015,REG,5.66,5.49,5.83,0.00961,0.0111
OBER,8014500,8014500,OP,2016,REG,6.38,6.2,6.56,0.00703,0.0125
OBER,8014500,8014500,SSC,1999,REG,137000,84300,210000,169,269
OBER,8014500,8014500,SSC,2000,REG,24800,18900,32000,97.5,48.6
OBER,8014500,8014500,SSC,2001,REG,43700,33100,56600,77.3,85.7
OBER,8014500,8014500,SSC,2002,REG,66000,36000,111000,70.7,129
OBER,8014500,8014500,SSC,2003,REG,49800,26800,84900,45,97.6
OBER,8014500,8014500,SSC,2004,REG,49400,30400,76100,54.1,96.9
OBER,8014500,8014500,SSC,2005,REG,44800,32000,61400,65.4,87.8
OBER,8014500,8014500,SSC,2006,REG,14400,11700,17800,53.2,28.2
OBER,8014500,8014500,SSC,2008,REG_4,33100,19800,52100,72.7,64.9
OBER,8014500,8014500,TN,1998,REG,275,180,411,0.361,0.539
OBER,8014500,8014500,TN,1999,REG,332,257,422,0.409,0.651
OBER,8014500,8014500,TN,2000,REG,96.7,78.9,117,0.38,0.19
OBER,8014500,8014500,TN,2001,REG,252,203,309,0.446,0.494
OBER,8014500,8014500,TN,2002,REG,482,340,665,0.516,0.945
OBER,8014500,8014500,TN,2003,REG,548,437,687,0.495,1.07
OBER,8014500,8014500,TP,1999,REG,38.6,31.3,47,0.0476,0.0757
OBER,8014500,8014500,TP,2000,REG,12.7,11.1,14.5,0.0499,0.0249
OBER,8014500,8014500,TP,2001,REG,29,25.3,33.1,0.0513,0.0569
OBER,8014500,8014500,TP,2002,REG,41.3,31.2,53.6,0.0442,0.081
OBER,8014500,8014500,TP,2003,REG,47.8,37.7,60.1,0.0432,0.0937
OBER,8014500,8014500,TP,2004,REG,49.1,36.8,65.5,0.0537,0.0963
OBER,8014500,8014500,TP,2005,REG,36.4,28.8,45.6,0.0531,0.0714
OBER,8014500,8014500,TP,2006,REG,22.9,16.2,31.9,0.0846,0.0449
OBER,8014500,8014500,TP,2008,REG_4,24.4,16.5,35,0.0536,0.0478
WDAL,8057200,8057200,NH3,2007,REG,5.48,1.27,24.4,0.0384,0.0825
WDAL,8057200,8057200,NH3,2009,REG_4,2.8,0.886,6.81,0.0339,0.0422
WDAL,8057200,8057200,NH3,2011,REG_3,2.38,1.03,5.13,0.0399,0.0358
WDAL,8057200,8057200,NH3,2013,REG_3,16.4,4.52,46.4,0.298,0.247
WDAL,8057200,8057200,NH3,2015,REG_4,4.43,1.74,10.1,0.036,0.0667
WDAL,8057200,8057200,NH3,2016,REG_4,8.75,4.8,14.8,0.0503,0.132
WDAL,8057200,8057200,NO3_NO2,1995,REG_4,116,91.4,145,0.601,1.75
WDAL,8057200,8057200,NO3_NO2,1997,REG_4,122,102,146,1.39,1.84
WDAL,8057200,8057200,NO3_NO2,1998,REG_4,104,81.4,132,0.825,1.57
WDAL,8057200,8057200,NO3_NO2,1999,REG_4,100,79.9,124,0.86,1.51
WDAL,8057200,8057200,NO3_NO2,2000,REG_4,67.1,60,75.2,0.753,1.01
WDAL,8057200,8057200,NO3_NO2,2001,REG,148,118,183,0.751,2.23
WDAL,8057200,8057200,NO3_NO2,2002,REG,87,76.3,98.9,0.64,1.31
WDAL,8057200,8057200,NO3_NO2,2003,REG,87.6,75.9,101,0.626,1.32
WDAL,8057200,8057200,NO3_NO2,2004,REG,80.5,69.4,92.9,0.687,1.21
WDAL,8057200,8057200,NO3_NO2,2005,REG,85.9,69.5,105,0.953,1.29
WDAL,8057200,8057200,NO3_NO2,2006,REG,59.3,45.6,75.8,1.17,0.893
WDAL,8057200,8057200,NO3_NO2,2007,REG,142,125,161,0.995,2.14
WDAL,8057200,8057200,NO3_NO2,2009,REG_4,76.2,62.7,91.8,0.923,1.15
WDAL,8057200,8057200,NO3_NO2,2011,REG_3,69,55.2,85.5,1.16,1.04
WDAL,8057200,8057200,NO3_NO2,2013,REG_3,48.5,40.4,57.8,0.881,0.73
WDAL,8057200,8057200,NO3_NO2,2014,REG_3,42.4,33.2,53.3,0.934,0.639
WDAL,8057200,8057200,NO3_NO2,2015,REG_4,96.6,83.7,154,0.786,1.45
WDAL,8057200,8057200,NO3_NO2,2016,REG_4,128,113,145,0.735,1.93
WDAL,8057200,8057200,OP,2003,REG,6.69,6.13,7.32,0.0478,0.101
WDAL,8057200,8057200,OP,2004,REG,6.37,5.83,6.96,0.0543,0.0959
WDAL,8057200,8057200,OP,2005,REG,4.65,4.24,5.1,0.0516,0.07
WDAL,8057200,8057200,OP,2006,REG,5.79,5.36,6.26,0.114,0.0872
WDAL,8057200,8057200,OP,2007,REG,13.2,7.94,26.1,0.0925,0.199
WDAL,8057200,8057200,SI,1999,REG,351,340,362,3.02,5.29
WDAL,8057200,8057200,SI,2000,REG,257,245,269,2.89,3.87
WDAL,8057200,8057200,SSC,2005,REG_4,6820,2180,16400,75.7,103
WDAL,8057200,8057200,SSC,2006,REG_4,3820,952,10500,75.3,57.5
WDAL,8057200,8057200,SSC,2007,REG_4,12600,5210,28900,88.3,190
WDAL,8057200,8057200,SSC,2009,REG_4,7230,1910,19300,87.6,109
WDAL,8057200,8057200,SSC,2011,REG_3,4530,1340,11400,75.9,68.2
WDAL,8057200,8057200,SSC,2016,REG_PRELIM,35300,22600,52800,203,532
WDAL,8057200,8057200,TN,1998,REG,139,120,161,1.1,2.09
WDAL,8057200,8057200,TN,1999,REG,138,118,160,1.19,2.08
WDAL,8057200,8057200,TN,2000,REG,108,96.8,120,1.21,1.63
WDAL,8057200,8057200,TN,2001,REG,201,167,241,1.02,3.03
WDAL,8057200,8057200,TN,2002,REG,127,110,147,0.934,1.91
WDAL,8057200,8057200,TN,2003,REG,131,117,147,0.935,1.97
WDAL,8057200,8057200,TN,2013,REG_PRELIM,141,117,170,2.56,2.12
WDAL,8057200,8057200,TN,2014,REG_PRELIM,105,89.4,123,2.31,1.58
WDAL,8057200,8057200,TN,2015,REG_PRELIM,289,229,367,2.35,4.35
WDAL,8057200,8057200,TN,2016,REG_PRELIM,475,381,585,2.73,7.15
TDAL,8057410,8057410,NH3,1993,REG,196,121,303,0.0568,0.0312
TDAL,8057410,8057410,NH3,1994,REG,190,131,266,0.0665,0.0303
TDAL,8057410,8057410,NH3,1995,REG,303,205,433,0.0675,0.0483
TDAL,8057410,8057410,NH3,1996,REG,99.8,71.1,136,0.115,0.0159
TDAL,8057410,8057410,NH3,1997,REG,376,226,590,0.0835,0.0599
TDAL,8057410,8057410,NH3,1998,REG,256,162,385,0.0971,0.0408
TDAL,8057410,8057410,NH3,1999,REG,275,176,410,0.177,0.0438
TDAL,8057410,8057410,NH3,2003,REG,99.5,30.4,245,0.0659,0.0158
TDAL,8057410,8057410,NH3,2004,REG,131,48.7,288,0.0459,0.0209
TDAL,8057410,8057410,NH3,2005,REG,172,51.9,427,0.0776,0.0274
TDAL,8057410,8057410,NH3,2006,REG,125,35.8,320,0.0996,0.0199
TDAL,8057410,8057410,NH3,2007,REG,225,71.2,545,0.0509,0.0358
TDAL,8057410,8057410,NH3,2008,REG,281,65.6,801,0.117,0.0448
TDAL,8057410,8057410,NH3,2009,REG,166,84.2,295,0.0946,0.0264
TDAL,8057410,8057410,NH3,2010,REG,208,93.6,403,0.0459,0.0331
TDAL,8057410,8057410,NH3,2011,REG,197,95.5,361,0.18,0.0314
TDAL,8057410,8057410,NH3,2012,REG,206,50.5,571,0.106,0.0328
TDAL,8057410,8057410,NH3,2013,REG,124,56.2,238,0.124,0.0198
TDAL,8057410,8057410,NH3,2014,REG,166,84.6,294,0.169,0.0264
TDAL,8057410,8057410,NH3,2015,REG,626,318,1110,0.112,0.0997
TDAL,8057410,8057410,NH3,2016,REG,718,367,1270,0.089,0.114
TDAL,8057410,8057410,NO3_NO2,2009,REG,10100,8930,11300,5.76,1.61
TDAL,8057410,8057410,NO3_NO2,2010,REG,10600,9500,11800,2.34,1.69
TDAL,8057410,8057410,NO3_NO2,2011,REG,9020,8370,9690,8.25,1.44
TDAL,8057410,8057410,NO3_NO2,2012,REG,8980,8270,9740,4.62,1.43
